review,sentimento,nota,banco
"Rendimento mediano, existem opções melhores no mercado hoje Aguardando melhorias.",neutro,3,Neon
App funciona bem na maioria das vezes mas às vezes trava Vou continuar usando.,neutro,3,Bradesco
"Pior experiência bancária da minha vida, vou cancelar a conta Vou cancelar.",negativo,2,Bradesco
"Banco novo ainda se desenvolvendo, tem potencial mas falta recurso ",neutro,3,Banco do Brasil
"Cobraram tarifa que não estava prevista, uma vergonha Vou cancelar.",negativo,2,Next
"Suporte humanizado e ágil, nunca precisei esperar muito ",positivo,4,Bradesco
"App simples e direto, sem muitos recursos mas cumpre o básico ",neutro,3,Nubank
"Atendimento horrível, fiquei 2 horas esperando na fila do chat Evitem.",negativo,1,PicPay
"Taxa de câmbio abusiva, cobram muito mais que outros bancos Não recomendo.",negativo,1,Neon
"Melhor banco que já tive, zero tarifas e suporte incrível nunca decepcionou.",positivo,5,Bradesco
"Nada de especial, igual a outros bancos digitais do mercado Aguardando melhorias.",neutro,3,Banco do Brasil
"Crédito aprovado na hora, processo 100% digital e sem burocracia com certeza.",positivo,4,C6 Bank
Conta sem tarifas mas o limite de crédito poderia ser maior Está de bom tamanho.,neutro,3,Santander
"Cobraram anuidade que disseram que seria zero, propaganda enganosa Decepcionante.",negativo,1,Santander
"Rendimento mediano, existem opções melhores no mercado hoje Vou continuar usando.",neutro,3,Banco do Brasil
Conta bloqueada por suspeita de fraude mesmo sendo transação minha ,negativo,1,Nubank
Satisfeito com o básico mas quero ver evolução nos próximos meses Aguardando melhorias.,neutro,3,Neon
"Tarifas aceitáveis, não é o mais barato mas também não é caro Vou continuar usando.",neutro,3,Santander
"Transferência via Pix funcionou perfeitamente, sem demora nenhuma do banco.",positivo,5,Bradesco
Satisfeito com o básico mas quero ver evolução nos próximos meses No geral ok.,neutro,3,Inter
Algumas funcionalidades boas mas falta o cartão físico virtual Vou continuar usando.,neutro,3,Inter
"Banco que valoriza o cliente, promoções e benefícios reais vale muito a pena.",positivo,4,Bradesco
Limite ridículo que não aumenta mesmo com bom histórico Evitem.,negativo,2,Nubank
Atendentes mal treinados que não sabem responder nada Não recomendo.,negativo,2,PicPay
"Tarifas aceitáveis, não é o mais barato mas também não é caro Aguardando melhorias.",neutro,3,Itaú
Atendimento ok mas poderia ser mais rápido em horários de pico Vou continuar usando.,neutro,3,Santander
Bloquearam meu cartão sem motivo e não consegui desbloquear Evitem.,negativo,1,Inter
"Estou muito feliz com a decisão de trocar de banco, recomendo sem dúvida.",positivo,5,Itaú
Atendimento ok mas poderia ser mais rápido em horários de pico Vou continuar usando.,neutro,3,Neon
"Cobraram tarifa que não estava prevista, uma vergonha ",negativo,2,Nubank
Limite ridículo que não aumenta mesmo com bom histórico Decepcionante.,negativo,2,C6 Bank
"Notificações em tempo real de todas as transações, me sinto seguro sempre.",positivo,5,Bradesco
"Cancelei o cartão e continuaram cobrando anuidade, absurdo Não recomendo.",negativo,2,Banco do Brasil
"Sistema fora do ar nos fins de semana, totalmente irresponsável Não recomendo.",negativo,2,Bradesco
"Estou muito feliz com a decisão de trocar de banco, recomendo ",positivo,4,Next
"Prefiro para conta corrente, para investimentos tem opções melhores ",neutro,3,Itaú
Conta sem tarifas mas o limite de crédito poderia ser maior Aguardando melhorias.,neutro,3,C6 Bank
Transferência rejeitada sem motivo nenhum e sem explicação Vou cancelar.,negativo,1,Neon
"Tarifas abusivas, cobram por tudo e explicam muito mal Péssimo.",negativo,2,Neon
Conta bloqueada por suspeita de fraude mesmo sendo transação minha Decepcionante.,negativo,1,Itaú
"Fila de espera eterna para falar com humano, é impossível Péssimo.",negativo,1,Santander
"Banco novo ainda se desenvolvendo, tem potencial mas falta recurso No geral ok.",neutro,3,Inter
Suporte demora às vezes mas resolve no final das contas ,neutro,3,Bradesco
Atendimento ok mas poderia ser mais rápido em horários de pico No geral ok.,neutro,3,Inter
Transferência rejeitada sem motivo nenhum e sem explicação Nunca mais.,negativo,2,Next
Atendimento ok mas poderia ser mais rápido em horários de pico ,neutro,3,Neon
"Tarifas aceitáveis, não é o mais barato mas também não é caro No geral ok.",neutro,3,Neon
"Cobraram anuidade que disseram que seria zero, propaganda enganosa Evitem.",negativo,1,Bradesco
"Funciona bem para uso cotidiano, falta melhorar o suporte avançado Está de bom tamanho.",neutro,3,Neon
Meu pix sumiu e o banco não me dá retorno nenhum Não recomendo.,negativo,2,Neon
"Prefiro para conta corrente, para investimentos tem opções melhores Está de bom tamanho.",neutro,3,Inter
"Taxa de câmbio abusiva, cobram muito mais que outros bancos Não recomendo.",negativo,2,Neon
"Prefiro para conta corrente, para investimentos tem opções melhores Aguardando melhorias.",neutro,3,Nubank
"Suporte humanizado e ágil, nunca precisei esperar muito com certeza.",positivo,5,Santander
"App estável e bonito, atualizações sempre melhoram a experiência vale muito a pena.",positivo,4,Next
"Nada de especial, igual a outros bancos digitais do mercado No geral ok.",neutro,3,Nubank
"Conta salário sem taxas, economizo muito todo mês sem dúvida.",positivo,4,C6 Bank
"Aplicativo horrível no iOS, não abre desde a última atualização Absurdo.",negativo,2,Next
"Estou muito feliz com a decisão de trocar de banco, recomendo no geral.",positivo,4,C6 Bank
Bloquearam meu cartão sem motivo e não consegui desbloquear Vou cancelar.,negativo,1,PicPay
"Aplicativo muito seguro, autenticação por biometria funciona perfeitamente sempre.",positivo,5,Santander
"Não consigo acessar o extrato antigo, app apagou tudo Evitem.",negativo,2,Inter
"Prefiro para conta corrente, para investimentos tem opções melhores No geral ok.",neutro,3,Banco do Brasil
"App simples e direto, sem muitos recursos mas cumpre o básico ",neutro,3,Banco do Brasil
"Funciona bem para uso cotidiano, falta melhorar o suporte avançado Aguardando melhorias.",neutro,3,Bradesco
Algumas funcionalidades boas mas falta o cartão físico virtual Vou continuar usando.,neutro,3,Nubank
"Uso para transferências simples, funciona bem para isso No geral ok.",neutro,3,C6 Bank
"Extrato detalhado e claro, consigo entender todos os gastos facilmente sem dúvida.",positivo,5,PicPay
"Taxa de câmbio abusiva, cobram muito mais que outros bancos Vou cancelar.",negativo,2,Banco do Brasil
"Estou muito feliz com a decisão de trocar de banco, recomendo todo dia uso.",positivo,5,PicPay
"Tarifas aceitáveis, não é o mais barato mas também não é caro Aguardando melhorias.",neutro,3,C6 Bank
"Estorno demorou 30 dias, totalmente inadmissível Decepcionante.",negativo,1,Santander
Conta sem tarifas mas o limite de crédito poderia ser maior ,neutro,3,Next
Cobraram IOF absurdo sem informar antes da compra internacional ,negativo,1,Inter
Transferência rejeitada sem motivo nenhum e sem explicação Evitem.,negativo,2,PicPay
Conta sem tarifas mas o limite de crédito poderia ser maior ,neutro,3,Nubank
"Limite de crédito aumentado sem eu pedir, banco confiante no cliente vale muito a pena.",positivo,5,Nubank
App travou durante uma transferência e o dinheiro sumiu do saldo Decepcionante.,negativo,1,Santander
"Nada de especial, igual a outros bancos digitais do mercado Aguardando melhorias.",neutro,3,C6 Bank
"Não consigo acessar minha conta há dias, suporte não resolve Vou cancelar.",negativo,2,Nubank
"Prefiro para conta corrente, para investimentos tem opções melhores Está de bom tamanho.",neutro,3,Bradesco
"Rendimento mediano, existem opções melhores no mercado hoje No geral ok.",neutro,3,Bradesco
"Interface linda e funcional, uso todos os dias sem problemas do banco.",positivo,5,Banco do Brasil
"Atendimento via chat foi excelente, resolveram tudo rapidamente com certeza.",positivo,4,PicPay
App funciona bem na maioria das vezes mas às vezes trava Vou continuar usando.,neutro,3,C6 Bank
"Cobraram anuidade que disseram que seria zero, propaganda enganosa Não recomendo.",negativo,1,Banco do Brasil
"Nada de especial, igual a outros bancos digitais do mercado Vou continuar usando.",neutro,3,Nubank
App travou durante uma transferência e o dinheiro sumiu do saldo ,negativo,2,Bradesco
"Tarifas aceitáveis, não é o mais barato mas também não é caro No geral ok.",neutro,3,PicPay
"Não consigo acessar minha conta há dias, suporte não resolve Decepcionante.",negativo,1,Nubank
Algumas funcionalidades boas mas falta o cartão físico virtual Aguardando melhorias.,neutro,3,Itaú
App funciona bem na maioria das vezes mas às vezes trava Aguardando melhorias.,neutro,3,Banco do Brasil
"Aplicativo muito seguro, autenticação por biometria funciona perfeitamente nunca decepcionou.",positivo,5,Santander
"Prefiro para conta corrente, para investimentos tem opções melhores ",neutro,3,Next
"Uso para transferências simples, funciona bem para isso No geral ok.",neutro,3,Santander
"Cobraram tarifa que não estava prevista, uma vergonha ",negativo,2,Nubank
Bloquearam meu cartão sem motivo e não consegui desbloquear Péssimo.,negativo,2,Bradesco
App travou durante uma transferência e o dinheiro sumiu do saldo Não recomendo.,negativo,2,Nubank
"Melhor banco que já tive, zero tarifas e suporte incrível nunca decepcionou.",positivo,4,Banco do Brasil
"Aplicativo excelente, muito fácil de usar e intuitivo sem dúvida.",positivo,5,Inter
"Funciona bem para uso cotidiano, falta melhorar o suporte avançado Vou continuar usando.",neutro,3,PicPay
"Rendimento mediano, existem opções melhores no mercado hoje Vou continuar usando.",neutro,3,C6 Bank
"Conta salário sem taxas, economizo muito todo mês com certeza.",positivo,5,Next
"Notificações em tempo real de todas as transações, me sinto seguro com certeza.",positivo,5,Next
"Ótimo banco digital, recomendo para todos os meus amigos ",positivo,5,Bradesco
Satisfeito com o básico mas quero ver evolução nos próximos meses ,neutro,3,Itaú
"Transferência via Pix funcionou perfeitamente, sem demora nenhuma no geral.",positivo,5,Next
Fraude na minha conta e o banco demora semanas para resolver Nunca mais.,negativo,1,Inter
"Prefiro para conta corrente, para investimentos tem opções melhores Está de bom tamanho.",neutro,3,Neon
"Taxa de câmbio abusiva, cobram muito mais que outros bancos Vou cancelar.",negativo,1,Next
"Extrato detalhado e claro, consigo entender todos os gastos facilmente com certeza.",positivo,5,Nubank
Fraude na minha conta e o banco demora semanas para resolver Decepcionante.,negativo,1,C6 Bank
Atendimento ok mas poderia ser mais rápido em horários de pico Aguardando melhorias.,neutro,3,C6 Bank
"Atendimento horrível, fiquei 2 horas esperando na fila do chat Evitem.",negativo,2,Nubank
"Cobraram anuidade que disseram que seria zero, propaganda enganosa Nunca mais.",negativo,1,C6 Bank
"Fila de espera eterna para falar com humano, é impossível Nunca mais.",negativo,1,Nubank
"Banco que valoriza o cliente, promoções e benefícios reais com certeza.",positivo,4,Neon
"Estou muito feliz com a decisão de trocar de banco, recomendo com certeza.",positivo,4,Neon
"Sistema fora do ar nos fins de semana, totalmente irresponsável Nunca mais.",negativo,1,PicPay
Atendentes mal treinados que não sabem responder nada Absurdo.,negativo,1,Inter
"Cartão sem anuidade e cashback real, estou muito satisfeito ",positivo,5,Nubank
"Nada de especial, igual a outros bancos digitais do mercado Vou continuar usando.",neutro,3,C6 Bank
"Cobraram tarifa que não estava prevista, uma vergonha Péssimo.",negativo,1,Nubank
App funciona bem na maioria das vezes mas às vezes trava ,neutro,3,Santander
Atendimento ok mas poderia ser mais rápido em horários de pico Vou continuar usando.,neutro,3,C6 Bank
"Atendimento rápido e eficiente, resolveram meu problema em minutos no geral.",positivo,5,Nubank
Suporte demora às vezes mas resolve no final das contas Aguardando melhorias.,neutro,3,Inter
"Estou muito feliz com a decisão de trocar de banco, recomendo sempre.",positivo,4,Santander
"Ótimo banco digital, recomendo para todos os meus amigos com certeza.",positivo,4,Next
"Interface linda e funcional, uso todos os dias sem problemas sem dúvida.",positivo,4,Next
"Cobraram tarifa que não estava prevista, uma vergonha Decepcionante.",negativo,2,Banco do Brasil
Bloquearam meu cartão sem motivo e não consegui desbloquear Nunca mais.,negativo,1,PicPay
"Atendimento via chat foi excelente, resolveram tudo rapidamente vale muito a pena.",positivo,5,Banco do Brasil
Conta sem tarifas mas o limite de crédito poderia ser maior Aguardando melhorias.,neutro,3,Itaú
"Conta salário sem taxas, economizo muito todo mês sempre.",positivo,4,Bradesco
App funciona bem na maioria das vezes mas às vezes trava ,neutro,3,C6 Bank
"Transferência via Pix funcionou perfeitamente, sem demora nenhuma no geral.",positivo,5,Santander
Suporte demora às vezes mas resolve no final das contas Aguardando melhorias.,neutro,3,Inter
"Não consigo acessar minha conta há dias, suporte não resolve Decepcionante.",negativo,2,Inter
"Rendimento mediano, existem opções melhores no mercado hoje Aguardando melhorias.",neutro,3,Banco do Brasil
Atendimento ok mas poderia ser mais rápido em horários de pico Aguardando melhorias.,neutro,3,PicPay
Suporte demora às vezes mas resolve no final das contas Aguardando melhorias.,neutro,3,Next
"Extrato detalhado e claro, consigo entender todos os gastos facilmente ",positivo,5,Banco do Brasil
Suporte demora às vezes mas resolve no final das contas Está de bom tamanho.,neutro,3,Inter
"Aplicativo muito seguro, autenticação por biometria funciona perfeitamente no geral.",positivo,5,Itaú
App funciona bem na maioria das vezes mas às vezes trava ,neutro,3,Santander
"Sistema fora do ar nos fins de semana, totalmente irresponsável Nunca mais.",negativo,1,PicPay
"Péssimo aplicativo, cai toda hora e perco tempo com isso Vou cancelar.",negativo,2,PicPay
"Nada de especial, igual a outros bancos digitais do mercado Está de bom tamanho.",neutro,3,Next
Suporte demora às vezes mas resolve no final das contas No geral ok.,neutro,3,Santander
"Tarifas aceitáveis, não é o mais barato mas também não é caro No geral ok.",neutro,3,Inter
"Banco que valoriza o cliente, promoções e benefícios reais sempre.",positivo,5,C6 Bank
"Limite de crédito aumentado sem eu pedir, banco confiante no cliente sempre.",positivo,5,C6 Bank
"Extrato detalhado e claro, consigo entender todos os gastos facilmente todo dia uso.",positivo,5,Santander
"Não consigo acessar minha conta há dias, suporte não resolve Vou cancelar.",negativo,2,Inter
"App simples e direto, sem muitos recursos mas cumpre o básico Aguardando melhorias.",neutro,3,Banco do Brasil
"Tarifas abusivas, cobram por tudo e explicam muito mal Nunca mais.",negativo,2,Next
Suporte demora às vezes mas resolve no final das contas Aguardando melhorias.,neutro,3,Santander
"Suporte robotizado que não resolve nada, completamente inútil Péssimo.",negativo,2,Santander
"Nada de especial, igual a outros bancos digitais do mercado ",neutro,3,Santander
"Banco novo ainda se desenvolvendo, tem potencial mas falta recurso Está de bom tamanho.",neutro,3,Inter
"Abri minha conta em minutos, processo simples e rápido do banco.",positivo,4,C6 Bank
"Sistema fora do ar nos fins de semana, totalmente irresponsável Absurdo.",negativo,1,Banco do Brasil
Cobraram IOF absurdo sem informar antes da compra internacional Péssimo.,negativo,2,PicPay
"Interface linda e funcional, uso todos os dias sem problemas com certeza.",positivo,4,Bradesco
Algumas funcionalidades boas mas falta o cartão físico virtual Está de bom tamanho.,neutro,3,Banco do Brasil
"Prefiro para conta corrente, para investimentos tem opções melhores No geral ok.",neutro,3,Inter
"Sistema fora do ar nos fins de semana, totalmente irresponsável Decepcionante.",negativo,1,C6 Bank
"Sem cobranças escondidas, totalmente transparente com as tarifas sem dúvida.",positivo,4,Inter
"Melhor banco que já tive, zero tarifas e suporte incrível no geral.",positivo,4,Neon
"Limite de crédito aumentado sem eu pedir, banco confiante no cliente do banco.",positivo,5,PicPay
"App simples e direto, sem muitos recursos mas cumpre o básico Aguardando melhorias.",neutro,3,Neon
Limite ridículo que não aumenta mesmo com bom histórico Evitem.,negativo,1,Nubank
"Não consigo acessar o extrato antigo, app apagou tudo Não recomendo.",negativo,2,Bradesco
"Cobraram anuidade que disseram que seria zero, propaganda enganosa Decepcionante.",negativo,1,Bradesco
"App lento e cheio de bugs, precisa melhorar urgentemente Decepcionante.",negativo,1,Itaú
"Melhor banco que já tive, zero tarifas e suporte incrível no geral.",positivo,4,Inter
"Fila de espera eterna para falar com humano, é impossível Evitem.",negativo,1,Itaú
"Banco razoável, tem pontos bons e pontos a melhorar ainda Aguardando melhorias.",neutro,3,Neon
App travou durante uma transferência e o dinheiro sumiu do saldo Evitem.,negativo,2,PicPay
"Pior experiência bancária da minha vida, vou cancelar a conta ",negativo,2,Next
"Nada de especial, igual a outros bancos digitais do mercado Está de bom tamanho.",neutro,3,C6 Bank
"Rendimento da conta superior aos outros bancos, ótima opção do banco.",positivo,5,C6 Bank
"Atendimento via chat foi excelente, resolveram tudo rapidamente sem dúvida.",positivo,4,Santander
"Crédito aprovado na hora, processo 100% digital e sem burocracia do banco.",positivo,4,Next
"Cancelei o cartão e continuaram cobrando anuidade, absurdo Evitem.",negativo,2,PicPay
"Fila de espera eterna para falar com humano, é impossível Vou cancelar.",negativo,2,C6 Bank
"Rendimento da conta superior aos outros bancos, ótima opção do banco.",positivo,4,Banco do Brasil
"Notificações em tempo real de todas as transações, me sinto seguro sem dúvida.",positivo,5,Inter
"Funciona bem para uso cotidiano, falta melhorar o suporte avançado No geral ok.",neutro,3,Itaú
Satisfeito com o básico mas quero ver evolução nos próximos meses Está de bom tamanho.,neutro,3,Neon
"Aplicativo horrível no iOS, não abre desde a última atualização Nunca mais.",negativo,1,Bradesco
"Nada de especial, igual a outros bancos digitais do mercado No geral ok.",neutro,3,Nubank
Meu pix sumiu e o banco não me dá retorno nenhum Evitem.,negativo,2,Next
"Banco novo ainda se desenvolvendo, tem potencial mas falta recurso Aguardando melhorias.",neutro,3,C6 Bank
"Suporte robotizado que não resolve nada, completamente inútil Péssimo.",negativo,2,PicPay
App funciona bem na maioria das vezes mas às vezes trava ,neutro,3,Neon
"Transferência via Pix funcionou perfeitamente, sem demora nenhuma vale muito a pena.",positivo,5,Inter
"Atendimento horrível, fiquei 2 horas esperando na fila do chat ",negativo,2,Bradesco
Conta sem tarifas mas o limite de crédito poderia ser maior Aguardando melhorias.,neutro,3,Itaú
App travou durante uma transferência e o dinheiro sumiu do saldo Absurdo.,negativo,1,Itaú
"Tarifas aceitáveis, não é o mais barato mas também não é caro Está de bom tamanho.",neutro,3,Itaú
"Atendimento via chat foi excelente, resolveram tudo rapidamente sempre.",positivo,4,Inter
Algumas funcionalidades boas mas falta o cartão físico virtual No geral ok.,neutro,3,Next
"Tarifas aceitáveis, não é o mais barato mas também não é caro No geral ok.",neutro,3,Inter
"Cobraram anuidade que disseram que seria zero, propaganda enganosa Absurdo.",negativo,2,PicPay
Atendimento ok mas poderia ser mais rápido em horários de pico Vou continuar usando.,neutro,3,C6 Bank
"Aplicativo horrível no iOS, não abre desde a última atualização ",negativo,1,Banco do Brasil
"Limite de crédito aumentado sem eu pedir, banco confiante no cliente no geral.",positivo,5,Itaú
"App lento e cheio de bugs, precisa melhorar urgentemente Decepcionante.",negativo,1,Itaú
Conta bloqueada por suspeita de fraude mesmo sendo transação minha Decepcionante.,negativo,1,Neon
Atendimento ok mas poderia ser mais rápido em horários de pico Vou continuar usando.,neutro,3,Itaú
Algumas funcionalidades boas mas falta o cartão físico virtual ,neutro,3,Inter
"Melhor banco que já tive, zero tarifas e suporte incrível vale muito a pena.",positivo,5,Inter
"Atendimento rápido e eficiente, resolveram meu problema em minutos nunca decepcionou.",positivo,5,C6 Bank
"App estável e bonito, atualizações sempre melhoram a experiência sem dúvida.",positivo,5,PicPay
"App lento e cheio de bugs, precisa melhorar urgentemente Péssimo.",negativo,2,Itaú
"App muito bom, transferências instantâneas sem nenhum problema do banco.",positivo,5,Banco do Brasil
"Conta salário sem taxas, economizo muito todo mês sempre.",positivo,4,Bradesco
"Banco razoável, tem pontos bons e pontos a melhorar ainda Aguardando melhorias.",neutro,3,Inter
"Ótimo banco digital, recomendo para todos os meus amigos sempre.",positivo,4,Nubank
"Cobraram anuidade que disseram que seria zero, propaganda enganosa Péssimo.",negativo,2,C6 Bank
"Rendimento mediano, existem opções melhores no mercado hoje ",neutro,3,Nubank
Bloquearam meu cartão sem motivo e não consegui desbloquear Nunca mais.,negativo,1,Itaú
Conta bloqueada por suspeita de fraude mesmo sendo transação minha Absurdo.,negativo,1,Bradesco
"Não consigo acessar o extrato antigo, app apagou tudo Nunca mais.",negativo,1,Nubank
Atendimento ok mas poderia ser mais rápido em horários de pico Aguardando melhorias.,neutro,3,Itaú
"App muito bom, transferências instantâneas sem nenhum problema do banco.",positivo,4,Nubank
"Suporte robotizado que não resolve nada, completamente inútil Evitem.",negativo,2,Bradesco
"Ótimo banco digital, recomendo para todos os meus amigos vale muito a pena.",positivo,5,Next
"Não consigo acessar minha conta há dias, suporte não resolve Vou cancelar.",negativo,2,C6 Bank
"Funciona bem para uso cotidiano, falta melhorar o suporte avançado Aguardando melhorias.",neutro,3,Itaú
"Rendimento da conta superior aos outros bancos, ótima opção no geral.",positivo,4,Neon
"Cobraram tarifa que não estava prevista, uma vergonha Nunca mais.",negativo,1,C6 Bank
"Atendimento rápido e eficiente, resolveram meu problema em minutos sem dúvida.",positivo,5,C6 Bank
"Suporte robotizado que não resolve nada, completamente inútil ",negativo,1,Bradesco
"Nunca tive problemas com o app, sempre funciona perfeitamente nunca decepcionou.",positivo,5,Nubank
"Excelente experiência com o suporte via WhatsApp, muito ágil ",positivo,5,Next
"Cancelei o cartão e continuaram cobrando anuidade, absurdo Nunca mais.",negativo,2,PicPay
"Excelente experiência com o suporte via WhatsApp, muito ágil nunca decepcionou.",positivo,4,Santander
App travou durante uma transferência e o dinheiro sumiu do saldo Nunca mais.,negativo,2,Nubank
"Interface linda e funcional, uso todos os dias sem problemas nunca decepcionou.",positivo,4,Santander
"Banco novo ainda se desenvolvendo, tem potencial mas falta recurso No geral ok.",neutro,3,Santander
"Melhor banco que já tive, zero tarifas e suporte incrível no geral.",positivo,4,Banco do Brasil
"Cartão sem anuidade e cashback real, estou muito satisfeito sempre.",positivo,4,Bradesco
"Atendimento via chat foi excelente, resolveram tudo rapidamente todo dia uso.",positivo,5,Bradesco
App funciona bem na maioria das vezes mas às vezes trava Vou continuar usando.,neutro,3,Itaú
"Taxa de câmbio abusiva, cobram muito mais que outros bancos Decepcionante.",negativo,1,Santander
"Interface linda e funcional, uso todos os dias sem problemas do banco.",positivo,4,Neon
